Player,Team,Pos,GP,Total_Minutes,Avg_Min_Per_Game,Total_Shots,Total_SoT,Total_Goals,Total_xG,Shots_per_90,SoT_per_90,L5_SoT_per_90,SoT_Accuracy_%
Braian Ojeda,Orlando City,Unknown,3,0.0,0.0,4,1,1,0.0,0.0,0.0,0.0,25.0
Édier Ocampo,Vancouver Whitecaps,Unknown,4,0.0,0.0,4,1,0,0.0,0.0,0.0,0.0,25.0
Zorhan Bassong,Sporting Kansas City,Unknown,5,0.0,0.0,3,1,0,0.0,0.0,0.0,0.0,33.3
Agustín Resch,Houston Dynamo,Unknown,6,0.0,0.0,3,1,1,0.0,0.0,0.0,0.0,33.3
Zavier Gozo,Real Salt Lake,Unknown,2,0.0,0.0,6,1,0,0.0,0.0,0.0,0.0,16.7
Alejandro Alvarado Jr.,San Diego FC,Unknown,5,0.0,0.0,4,1,1,0.0,0.0,0.0,0.0,25.0
Alex Mighten,San Diego FC,Unknown,4,0.0,0.0,4,1,0,0.0,0.0,0.0,0.0,25.0
Alex Muyl,Nashville SC,Unknown,3,0.0,0.0,2,1,0,0.0,0.0,0.0,0.0,50.0
Youssef Maziz,Colorado Rapids,Unknown,2,0.0,0.0,5,1,0,0.0,0.0,0.0,0.0,20.0
Wilson Harris,New England Revolution,Unknown,6,0.0,0.0,4,1,1,0.0,0.0,0.0,0.0,25.0
William Sands,New England Revolution,Unknown,6,0.0,0.0,3,1,0,0.0,0.0,0.0,0.0,33.3
Andre Dozzell,D.C. United,Unknown,5,0.0,0.0,2,1,0,0.0,0.0,0.0,0.0,50.0
Wil Trapp,Minnesota United,Unknown,5,0.0,0.0,3,1,0,0.0,0.0,0.0,0.0,33.3
Andrés Cubas,Vancouver Whitecaps,Unknown,5,0.0,0.0,5,1,0,0.0,0.0,0.0,0.0,20.0
Andy Najar,Nashville SC,Unknown,5,0.0,0.0,3,1,1,0.0,0.0,0.0,0.0,33.3
Antony,Portland Timbers,Unknown,5,0.0,0.0,3,1,0,0.0,0.0,0.0,0.0,33.3
Victor Olatunji,Real Salt Lake,Unknown,5,0.0,0.0,4,1,0,0.0,0.0,0.0,0.0,25.0
Victor Loturi,CF Montréal,Unknown,5,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,100.0
Artur,Houston Dynamo,Unknown,6,0.0,0.0,3,1,0,0.0,0.0,0.0,0.0,33.3
Ayoub Jabbari,FC Cincinnati,Unknown,4,0.0,0.0,2,1,1,0.0,0.0,0.0,0.0,50.0
Tyler Boyd,Los Angeles FC,Unknown,4,0.0,0.0,2,1,0,0.0,0.0,0.0,0.0,50.0
Benjamin Kikanovic,San Jose Earthquakes,Unknown,4,0.0,0.0,5,1,0,0.0,0.0,0.0,0.0,20.0
Besard Sabovic,Austin FC,Unknown,5,0.0,0.0,2,1,0,0.0,0.0,0.0,0.0,50.0
Tomáš Ostrák,St. Louis City,Unknown,2,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,100.0
Sean Zawadzki,Columbus Crew,Unknown,5,0.0,0.0,3,1,0,0.0,0.0,0.0,0.0,33.3
Germán Berterame,Inter Miami,Unknown,2,0.0,0.0,3,1,0,0.0,0.0,0.0,0.0,33.3
Elijah Wynder,LA Galaxy,Unknown,4,0.0,0.0,3,1,0,0.0,0.0,0.0,0.0,33.3
Duncan McGuire,Houston Dynamo,Unknown,6,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,100.0
Emmanuel Sabbi,Vancouver Whitecaps,Unknown,3,0.0,0.0,3,1,0,0.0,0.0,0.0,0.0,33.3
Ender Echenique,FC Cincinnati,Unknown,5,0.0,0.0,4,1,0,0.0,0.0,0.0,0.0,25.0
Erik Sviatchenko,Houston Dynamo,Unknown,2,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,100.0
Sam Junqua,Real Salt Lake,Unknown,2,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,100.0
Finn Surman,Portland Timbers,Unknown,5,0.0,0.0,2,1,1,0.0,0.0,0.0,0.0,50.0
Efrain Morales,CF Montréal,Unknown,3,0.0,0.0,2,1,0,0.0,0.0,0.0,0.0,50.0
Eduard Löwen,St. Louis City,Unknown,5,0.0,0.0,7,1,1,0.0,0.0,0.0,0.0,14.3
Eduard Atuesta,Orlando City,Unknown,3,0.0,0.0,2,1,0,0.0,0.0,0.0,0.0,50.0
Georgi Minoungou,Colorado Rapids,Unknown,5,0.0,0.0,7,1,0,0.0,0.0,0.0,0.0,14.3
Dylan Nealis,Red Bull New York,Unknown,5,0.0,0.0,3,1,0,0.0,0.0,0.0,0.0,33.3
Dylan Chambost,Columbus Crew,Unknown,5,0.0,0.0,7,1,0,0.0,0.0,0.0,0.0,14.3
Eddie Segura,Los Angeles FC,Unknown,5,0.0,0.0,8,1,0,0.0,0.0,0.0,0.0,12.5
Gerardo Valenzuela,FC Cincinnati,Unknown,3,0.0,0.0,3,1,0,0.0,0.0,0.0,0.0,33.3
Rodolfo Aloko,Charlotte FC,Unknown,4,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,100.0
Facundo Torres,Austin FC,Unknown,5,0.0,0.0,4,1,1,0.0,0.0,0.0,0.0,25.0
Griffin Dorsey,Orlando City,Unknown,5,0.0,0.0,5,1,1,0.0,0.0,0.0,0.0,20.0
Ezekiel Kwame Alladoh,Philadelphia Union,Unknown,4,0.0,0.0,2,1,1,0.0,0.0,0.0,0.0,50.0
Ezequiel Ponce,Houston Dynamo,Unknown,4,0.0,0.0,8,1,0,0.0,0.0,0.0,0.0,12.5
Tristan Blackmon,Vancouver Whitecaps,Unknown,5,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0
Richie Laryea,Toronto FC,Unknown,5,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0
Mitja Ilenič,New York City FC,Unknown,2,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Richard Chukwu,Toronto FC,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mohamed Farsi,Columbus Crew,Unknown,4,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Wayne Frederick,Colorado Rapids,Unknown,4,0.0,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0
Mohammed Sofo,Red Bull New York,Unknown,5,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0
Moises Mosquera,Sporting Kansas City,Unknown,3,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Warren Madrigal,Nashville SC,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ronald Donkor,Red Bull New York,Unknown,5,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Walker Zimmerman,Toronto FC,Unknown,5,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Viktor Radojevic,Chicago Fire,Unknown,3,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Nehuén Benedetti,Red Bull New York,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mykhi Joyner,St. Louis City,Unknown,1,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Vitor Costa,San Jose Earthquakes,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Nathan Byrne,Charlotte FC,Unknown,4,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Rubén Ramos,LA Galaxy,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ranko Veselinović,Vancouver Whitecaps,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Will Cleary,Charlotte FC,Unknown,4,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Raul Gustavo,New York City FC,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Vincent Janssen,Portland Timbers,Unknown,2,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Ronaldo Vieira,San Jose Earthquakes,Unknown,3,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Nathan Harriel,Philadelphia Union,Unknown,5,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Ronald Hernández,Atlanta United,Unknown,3,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wilder Cartagena,Orlando City,Unknown,3,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Sean Johnson,D.C. United,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Miles Robinson,FC Cincinnati,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
William Reilly,Atlanta United,Unknown,3,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Rocco Ríos Novo,Inter Miami,Unknown,4,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Max Floriani,San Jose Earthquakes,Unknown,1,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Max Murray,New York City FC,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Maxi Carrizo,New York City FC,Unknown,3,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Maxime Crépeau,Orlando City,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Maximiliano Falcón,Inter Miami,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mauricio Gonzalez,Minnesota United,Unknown,4,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Maya Yoshida,LA Galaxy,Unknown,5,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Zane Monlouis,Toronto FC,Unknown,4,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Micael,Inter Miami,Unknown,3,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Zakaria Taifi,Orlando City,Unknown,3,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Zach Booth,Real Salt Lake,Unknown,3,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Michael Boxall,Minnesota United,Unknown,5,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Rodrigo De Paul,Inter Miami,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Miguel Navarro,Colorado Rapids,Unknown,4,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Roman Bürki,St. Louis City,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Yohei Takaoka,Vancouver Whitecaps,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Miguel Perez,St. Louis City,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mihail Gherasimencov,Vancouver Whitecaps,Unknown,1,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Yevhen Cheberko,Los Angeles FC,Unknown,5,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Yannick Bright,Inter Miami,Unknown,5,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Wyatt Meyer,Sporting Kansas City,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Miki Yamane,LA Galaxy,Unknown,2,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Woobens Pacius,Nashville SC,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mikkel Desler,Austin FC,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Roman Celentano,FC Cincinnati,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Rob Holding,Colorado Rapids,Unknown,4,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Rudy Camacho,Columbus Crew,Unknown,4,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Nick Fernandez,San Jose Earthquakes,Unknown,4,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Ramiro Benetti,FC Dallas,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ryan Hollingshead,Los Angeles FC,Unknown,5,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Omir Fernandez,Portland Timbers,Unknown,2,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Ondřej Lingr,Houston Dynamo,Unknown,5,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0
Rafael Cabral,Real Salt Lake,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Or Blorian,Sporting Kansas City,Unknown,4,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Osaze De Rosario,Seattle Sounders,Unknown,5,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0
Osaze Urhoghide,FC Dallas,Unknown,5,0.0,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0
Stian Rode Gregersen,Atlanta United,Unknown,5,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Sam Rogers,Chicago Fire,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Steven Alzate,Atlanta United,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Owen Géne,Minnesota United,Unknown,5,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Owen Wolff,Austin FC,Unknown,3,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Samuel Gidi,FC Cincinnati,Unknown,5,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Patrick Schulte,Columbus Crew,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Patrick Yazbek,Nashville SC,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Paul Arriola,Seattle Sounders,Unknown,3,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Stefan Cleveland,Sporting Kansas City,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Philip Quinton,Real Salt Lake,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Shaq Moore,FC Dallas,Unknown,4,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Seymour Reid,New York City FC,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Sergio Santos Gomes,Atlanta United,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Samuel Piette,CF Montréal,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Paulo Díaz,Atlanta United,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Sebastien Ibeagha,FC Dallas,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Sebastian Gomez,Seattle Sounders,Unknown,5,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Samuel Sarver,FC Dallas,Unknown,2,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Peglow,D.C. United,Unknown,3,0.0,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0
Peter Stroud,Minnesota United,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Sebastian Breza,CF Montréal,Unknown,3,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Peter Kingston,Seattle Sounders,Unknown,5,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Omar Valencia,Red Bull New York,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Sam Adekugbe,Vancouver Whitecaps,Unknown,2,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Olger Escobar,CF Montréal,Unknown,4,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Nkosi Tafari,Los Angeles FC,Unknown,3,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0
Tommy Mihalič,Los Angeles FC,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Nicholas Hansen,Colorado Rapids,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ralph Priso-Mbongue,Vancouver Whitecaps,Unknown,3,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Sean Nealis,D.C. United,Unknown,4,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Nico Cavallo,New York City FC,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Timothy Tillman,Los Angeles FC,Unknown,4,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Rafael Santos,St. Louis City,Unknown,1,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Timo Baumgartl,St. Louis City,Unknown,5,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Niko Tsakiris,San Jose Earthquakes,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Nikola Djordjevic,Vancouver Whitecaps,Unknown,4,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Nikola Marković,D.C. United,Unknown,3,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Tim Ream,Charlotte FC,Unknown,3,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Tim Parker,Red Bull New York,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Tiago,Orlando City,Unknown,4,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0
Oleksandr Svatok,Austin FC,Unknown,3,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Thomas Gillier,CF Montréal,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ryan Porteous,Los Angeles FC,Unknown,5,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Noah Cobb,Colorado Rapids,Unknown,3,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Thiago Martins,New York City FC,Unknown,3,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Teenage Hadebe,FC Cincinnati,Unknown,4,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Tayvon Gray,New York City FC,Unknown,5,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0
Nolan Norris,FC Dallas,Unknown,4,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0
Taylor Calheira,Sporting Kansas City,Unknown,2,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Tate Johnson,Vancouver Whitecaps,Unknown,5,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Tarun Karumanchi,Columbus Crew,Unknown,4,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Ryan Raposo,Los Angeles FC,Unknown,3,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Rafael Jauregui,Seattle Sounders,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Obinna Nwobodo,FC Cincinnati,Unknown,5,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0
Sékou Tidiany Bangoura,Columbus Crew,Unknown,3,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Aaron Long,Los Angeles FC,Unknown,3,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Matti Peltola,D.C. United,Unknown,5,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0
Daryl Dike,Orlando City,Unknown,2,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Diadie Samassékou,Houston Dynamo,Unknown,6,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Deandre Kerr,Toronto FC,Unknown,3,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
DeAndre Yedlin,Real Salt Lake,Unknown,4,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Dayne St. Clair,Inter Miami,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Dawid Bugaj,CF Montréal,Unknown,5,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
David Vazquez,San Diego FC,Unknown,2,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
David Schnegg,Charlotte FC,Unknown,3,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
David Ruíz,Inter Miami,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
David Romney,San Jose Earthquakes,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
David Poręba,Chicago Fire,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
David Ayala,Inter Miami,Unknown,2,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Darius Johnson,San Jose Earthquakes,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Matthew Edwards,Atlanta United,Unknown,4,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Dante Polvara,St. Louis City,Unknown,5,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Daniel Lovitz,Nashville SC,Unknown,5,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Daniel,FC Dallas,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Damian Las,Austin FC,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Dagur Dan Þórhallsson,San Diego FC,Unknown,2,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Cooper Sanchez,Atlanta United,Unknown,4,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Cody Baker,New England Revolution,Unknown,4,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Clay Holstad,FC Dallas,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Christopher McVey,San Diego FC,Unknown,4,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Christian Cappis,FC Dallas,Unknown,5,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Chris Brady,Chicago Fire,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Diego Chará,Portland Timbers,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Diego Fagúndez,New England Revolution,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Djibril Diani,Charlotte FC,Unknown,4,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Donavan Phillip,Colorado Rapids,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Hamzat Ojediran,Colorado Rapids,Unknown,5,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Griffin Dillon,Real Salt Lake,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Gonzalo Luján,Inter Miami,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Gallatin Sandnes,Seattle Sounders,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Fricio Caicedo,Inter Miami,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Frankie Amaya,CF Montréal,Unknown,1,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Francis Westfield,Philadelphia Union,Unknown,5,0.0,0.0,7,0,0,0.0,0.0,0.0,0.0,0.0
Felipe Andrade,Houston Dynamo,Unknown,4,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0
Facundo Mura,Inter Miami,Unknown,4,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Fabian Herbers,CF Montréal,Unknown,5,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Ethan Kohler,New England Revolution,Unknown,6,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0
Ethan Horvath,Red Bull New York,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Eric Miller,Portland Timbers,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Eric Maxim Choupo-Moting,Red Bull New York,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Enea Mihaj,Atlanta United,Unknown,4,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Emir Karic,Sporting Kansas City,Unknown,5,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Emilio Aristizábal,Toronto FC,Unknown,3,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Elias Saad,Nashville SC,Unknown,3,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Elias Achouri,San Diego FC,Unknown,2,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Edwin Cerrillo,LA Galaxy,Unknown,1,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Edvard Sandvik Tagseth,Nashville SC,Unknown,5,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
Duane Holmes,Houston Dynamo,Unknown,4,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Drake Callender,Minnesota United,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Charlie Gaffney,Seattle Sounders,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Charles-Emile Brunet,Nashville SC,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Cesar Ruvalcaba,Columbus Crew,Unknown,2,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Arif Kovac,Atlanta United,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Antino Lopez,Seattle Sounders,Unknown,3,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Angus Gunn,San Jose Earthquakes,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Andy Rojas,Red Bull New York,Unknown,1,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
André Gomes,Columbus Crew,Unknown,4,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0
Andrew Thomas,Seattle Sounders,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Andrew Gutman,Chicago Fire,Unknown,5,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
Andre Blake,Philadelphia Union,Unknown,5,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Anderson Julio,FC Dallas,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Amahl Pellegrino,San Diego FC,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Alvas Powell,FC Cincinnati,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Alonso Coello,Toronto FC,Unknown,5,0.0,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0
Aliyu Ibrahim,Houston Dynamo,Unknown,2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Alexis Sánchez,CF Montréal,Unknown,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Alexandru Mățan,St. Louis City,Unknown,3,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0
